  0.24240276E+01 -0.33817518E+01
  0.24505242E+01 -0.33091786E+01
  0.24770209E+01 -0.33025957E+01
  0.25035175E+01 -0.32903026E+01
  0.25300141E+01 -0.32676882E+01
  0.25565107E+01 -0.32331101E+01
  0.25830074E+01 -0.31868603E+01
  0.26095040E+01 -0.31307302E+01
  0.26360006E+01 -0.30671901E+01
  0.26624972E+01 -0.29985953E+01
  0.26889938E+01 -0.29267089E+01
  0.27154905E+01 -0.28526169E+01
  0.27419871E+01 -0.27769397E+01
  0.27684837E+01 -0.27001474E+01
  0.27949803E+01 -0.26228152E+01
  0.28214769E+01 -0.25457587E+01
  0.28479736E+01 -0.24700677E+01
  0.28744702E+01 -0.23970751E+01
  0.29009668E+01 -0.23282720E+01
  0.29274634E+01 -0.22651776E+01
  0.29539600E+01 -0.22091865E+01
  0.29804567E+01 -0.21614291E+01
  0.30069533E+01 -0.21226419E+01
  0.30334499E+01 -0.20929926E+01
  0.30599465E+01 -0.20718355E+01
  0.30864431E+01 -0.20576339E+01
  0.31126231E+01 -0.20484867E+01
  0.31388030E+01 -0.20484867E+01
  0.31649830E+01 -0.20484867E+01
  0.31911629E+01 -0.20484867E+01
  0.32173428E+01 -0.20484867E+01
  0.32435228E+01 -0.20484867E+01
  0.32697027E+01 -0.20484867E+01
  0.32958827E+01 -0.20484867E+01
  0.33220626E+01 -0.20484867E+01
  0.33482425E+01 -0.20484867E+01
  0.33745545E+01 -0.20484867E+01
  0.34008665E+01 -0.20585835E+01
  0.34271786E+01 -0.20764287E+01
  0.34534906E+01 -0.21013246E+01
  0.34798026E+01 -0.21327514E+01
  0.35061146E+01 -0.21704720E+01
  0.35324266E+01 -0.22144835E+01
  0.35587386E+01 -0.22648759E+01
  0.35850506E+01 -0.23216573E+01
  0.36113626E+01 -0.23845985E+01
  0.36376746E+01 -0.24531383E+01
  0.36639866E+01 -0.25263635E+01
  0.36902986E+01 -0.26030577E+01
  0.37166106E+01 -0.26817891E+01
  0.37429226E+01 -0.27610100E+01
  0.37692346E+01 -0.28391504E+01
  0.37955466E+01 -0.29146983E+01
  0.38218586E+01 -0.29862497E+01
  0.38481707E+01 -0.30525127E+01
  0.38744827E+01 -0.31122554E+01
  0.39007947E+01 -0.31642264E+01
  0.39271067E+01 -0.32071096E+01
  0.39534187E+01 -0.32395921E+01
  0.39797307E+01 -0.32605866E+01
  0.40060427E+01 -0.32695582E+01
  0.40323547E+01 -0.32668129E+01
  0.40586667E+01 -0.32536215E+01
  0.40849787E+01 -0.32921733E+01
  0.41112907E+01 -0.33959533E+01
  0.41376027E+01 -0.35000067E+01
  0.41639147E+01 -0.36035022E+01
  0.41902267E+01 -0.37058219E+01
  0.42165387E+01 -0.38064316E+01
  0.42428507E+01 -0.39048149E+01
  0.42691627E+01 -0.40004452E+01
  0.42954748E+01 -0.40927833E+01
  0.43217868E+01 -0.41812910E+01
  0.43480988E+01 -0.42654553E+01
  0.43744108E+01 -0.43448173E+01
  0.44007228E+01 -0.44189976E+01
  0.44270348E+01 -0.44799487E+01
  0.44533468E+01 -0.44475404E+01
  0.44796588E+01 -0.44063518E+01
  0.45059708E+01 -0.43572395E+01
  0.45322828E+01 -0.43014604E+01
  0.45585948E+01 -0.42408527E+01
  0.45849068E+01 -0.41779368E+01
  0.46112188E+01 -0.41163031E+01
  0.46375308E+01 -0.40614582E+01
  0.46638428E+01 -0.40218210E+01
  0.46901548E+01 -0.40076229E+01
  0.47164669E+01 -0.40206532E+01
  0.47427789E+01 -0.40633815E+01
  0.47690909E+01 -0.41258890E+01
  0.47954029E+01 -0.41990141E+01
  0.48217149E+01 -0.42767532E+01
  0.48480269E+01 -0.43556073E+01
  0.48743389E+01 -0.44337057E+01
  0.49006509E+01 -0.45101520E+01
  0.49269629E+01 -0.45822630E+01
  0.49532749E+01 -0.45517940E+01
  0.49795869E+01 -0.45101365E+01
  0.50058989E+01 -0.44679604E+01
  0.50322109E+01 -0.44260636E+01
  0.50585229E+01 -0.43854827E+01
  0.50848349E+01 -0.43474989E+01
  0.51111469E+01 -0.43134884E+01
  0.51374589E+01 -0.42846542E+01
  0.51637710E+01 -0.42617047E+01
  0.51900830E+01 -0.42446063E+01
  0.52163950E+01 -0.42325330E+01
  0.52427070E+01 -0.42240630E+01
  0.52690190E+01 -0.42175633E+01
  0.52953310E+01 -0.42116380E+01
  0.53216430E+01 -0.42055106E+01
  0.53481396E+01 -0.41992451E+01
  0.53746362E+01 -0.41896797E+01
  0.54011329E+01 -0.41693749E+01
  0.54276295E+01 -0.41409325E+01
  0.54541261E+01 -0.41067393E+01
  0.54806227E+01 -0.40686195E+01
  0.55071193E+01 -0.40277492E+01
  0.55336160E+01 -0.39847524E+01
  0.55601126E+01 -0.39398571E+01
  0.55866092E+01 -0.38930069E+01
  0.56131058E+01 -0.38438857E+01
  0.56396024E+01 -0.37919013E+01
  0.56660991E+01 -0.37362297E+01
  0.56925957E+01 -0.36759862E+01
  0.57190923E+01 -0.36104742E+01
  0.57455889E+01 -0.35393911E+01
  0.57720855E+01 -0.34629167E+01
  0.57985822E+01 -0.33817518E+01
  0.58250788E+01 -0.33091786E+01
  0.58515754E+01 -0.33025957E+01
  0.58780720E+01 -0.32903026E+01
  0.59045687E+01 -0.32676882E+01
  0.59310653E+01 -0.32331101E+01
  0.59575619E+01 -0.31868603E+01
  0.59840585E+01 -0.31307302E+01
  0.60105551E+01 -0.30671901E+01
  0.60370518E+01 -0.29985953E+01
  0.60635484E+01 -0.29267089E+01
  0.60900450E+01 -0.28526169E+01
  0.61165416E+01 -0.27769397E+01
  0.61430382E+01 -0.27001474E+01
  0.61695349E+01 -0.26228152E+01
  0.61960315E+01 -0.25457587E+01
  0.62225281E+01 -0.24700677E+01
  0.62490247E+01 -0.23970751E+01
  0.62755213E+01 -0.23282720E+01
  0.63020180E+01 -0.22651776E+01
  0.63285146E+01 -0.22091865E+01
  0.63550112E+01 -0.21614291E+01
  0.63815078E+01 -0.21226419E+01
  0.64080044E+01 -0.20929926E+01
  0.64345011E+01 -0.20718355E+01
  0.64609977E+01 -0.20576339E+01
  0.64873097E+01 -0.20484867E+01
  
  0.00000000E+00 -0.20484853E+01
  0.26312006E-01 -0.20407915E+01
  0.52624012E-01 -0.20323395E+01
  0.78936018E-01 -0.20230899E+01
  0.10524802E+00 -0.20125831E+01
  0.13156003E+00 -0.19999880E+01
  0.15787204E+00 -0.19842657E+01
  0.18418404E+00 -0.19644230E+01
  0.21049605E+00 -0.19399625E+01
  0.23680805E+00 -0.19132827E+01
  0.26312006E+00 -0.19323908E+01
  0.28943207E+00 -0.20079758E+01
  0.31574407E+00 -0.20868307E+01
  0.34205608E+00 -0.21650919E+01
  0.36836809E+00 -0.22420931E+01
  0.39468009E+00 -0.23175206E+01
  0.42099210E+00 -0.23912083E+01
  0.44730410E+00 -0.24631727E+01
  0.47361611E+00 -0.25337043E+01
  0.49992812E+00 -0.26034850E+01
  0.52624012E+00 -0.26737040E+01
  0.55255213E+00 -0.27460925E+01
  0.57886413E+00 -0.28227018E+01
  0.60517614E+00 -0.29052883E+01
  0.63148815E+00 -0.29945411E+01
  0.65780015E+00 -0.30898014E+01
  0.68411216E+00 -0.31895020E+01
  0.71042416E+00 -0.32317846E+01
  0.73673617E+00 -0.32042716E+01
  0.76304818E+00 -0.31735822E+01
  0.78936018E+00 -0.31424095E+01
  0.81567219E+00 -0.31130734E+01
  0.84198420E+00 -0.30873626E+01
  0.86829620E+00 -0.30664234E+01
  0.89460821E+00 -0.30507701E+01
  0.92092021E+00 -0.30404297E+01
  0.94723222E+00 -0.30351485E+01
  0.97354423E+00 -0.30345755E+01
  0.99985623E+00 -0.30384215E+01
  0.10261682E+01 -0.30466305E+01
  0.10524802E+01 -0.30595623E+01
  0.10787923E+01 -0.30781457E+01
  0.11051043E+01 -0.31039144E+01
  0.11314163E+01 -0.31387025E+01
  0.11577283E+01 -0.31836786E+01
  0.11840403E+01 -0.32379997E+01
  0.12103523E+01 -0.32983415E+01
  0.12366643E+01 -0.33595374E+01
  0.12629763E+01 -0.34148546E+01
  0.12892883E+01 -0.34555019E+01
  0.13156003E+01 -0.34719401E+01
  0.13419123E+01 -0.34648737E+01
  0.13682243E+01 -0.34352173E+01
  0.13945363E+01 -0.33966033E+01
  0.14208483E+01 -0.33613132E+01
  0.14471603E+01 -0.33357526E+01
  0.14734723E+01 -0.33208564E+01
  0.14997843E+01 -0.33148555E+01
  0.15260964E+01 -0.33155094E+01
  0.15524084E+01 -0.33209713E+01
  0.15787204E+01 -0.33299283E+01
  0.16050324E+01 -0.33415178E+01
  0.16313444E+01 -0.33551789E+01
  0.16576564E+01 -0.33704890E+01
  0.16839684E+01 -0.33870300E+01
  0.17102804E+01 -0.34043113E+01
  0.17365924E+01 -0.34217513E+01
  0.17629044E+01 -0.34387045E+01
  0.17892164E+01 -0.34545323E+01
  0.18155284E+01 -0.34687112E+01
  0.18418404E+01 -0.34809432E+01
  0.18681524E+01 -0.34912107E+01
  0.18944644E+01 -0.34997272E+01
  0.19207764E+01 -0.35067825E+01
  0.19470885E+01 -0.35125246E+01
  0.19735851E+01 -0.35167616E+01
  0.20000817E+01 -0.35113898E+01
  0.20265783E+01 -0.35010347E+01
  0.20530749E+01 -0.34873716E+01
  0.20795716E+01 -0.34720794E+01
  0.21060682E+01 -0.34565285E+01
  0.21325648E+01 -0.34415393E+01
  0.21590614E+01 -0.34272744E+01
  0.21855580E+01 -0.34133153E+01
  0.22120547E+01 -0.33989443E+01
  0.22385513E+01 -0.33835865E+01
  0.22650479E+01 -0.33672537E+01
  0.22915445E+01 -0.33507614E+01
  0.23180411E+01 -0.33355590E+01
  0.23445378E+01 -0.33232181E+01
  0.23710344E+01 -0.33148015E+01
  0.23975310E+01 -0.33103361E+01
  0.24240276E+01 -0.33084660E+01
  0.24505242E+01 -0.32943053E+01
  0.24770209E+01 -0.32081069E+01
  0.25035175E+01 -0.31190041E+01
  0.25300141E+01 -0.30295745E+01
  0.25565107E+01 -0.29406072E+01
  0.25830074E+01 -0.28523000E+01
  0.26095040E+01 -0.27643136E+01
  0.26360006E+01 -0.26759916E+01
  0.26624972E+01 -0.25866829E+01
  0.26889938E+01 -0.24960229E+01
  0.27154905E+01 -0.24040596E+01
  0.27419871E+01 -0.23112167E+01
  0.27684837E+01 -0.22181614E+01
  0.27949803E+01 -0.21256403E+01
  0.28214769E+01 -0.20343038E+01
  0.28479736E+01 -0.19445528E+01
  0.28744702E+01 -0.18800751E+01
  0.29009668E+01 -0.19157419E+01
  0.29274634E+01 -0.19479685E+01
  0.29539600E+01 -0.19757545E+01
  0.29804567E+01 -0.19982731E+01
  0.30069533E+01 -0.20151089E+01
  0.30334499E+01 -0.20266284E+01
  0.30599465E+01 -0.20343009E+01
  0.30864431E+01 -0.20406593E+01
  0.31126231E+01 -0.20484853E+01
  0.31388030E+01 -0.20484853E+01
  0.31649830E+01 -0.20484853E+01
  0.31911629E+01 -0.20484853E+01
  0.32173428E+01 -0.20484853E+01
  0.32435228E+01 -0.20484853E+01
  0.32697027E+01 -0.20484853E+01
  0.32958827E+01 -0.20484853E+01
  0.33220626E+01 -0.20484853E+01
  0.33482425E+01 -0.20484853E+01
  0.33745545E+01 -0.20484853E+01
  0.34008665E+01 -0.20407915E+01
  0.34271786E+01 -0.20323395E+01
  0.34534906E+01 -0.20230899E+01
  0.34798026E+01 -0.20125831E+01
  0.35061146E+01 -0.19999880E+01
  0.35324266E+01 -0.19842657E+01
  0.35587386E+01 -0.19644230E+01
  0.35850506E+01 -0.19399625E+01
  0.36113626E+01 -0.19132827E+01
  0.36376746E+01 -0.19323908E+01
  0.36639866E+01 -0.20079758E+01
  0.36902986E+01 -0.20868307E+01
  0.37166106E+01 -0.21650919E+01
  0.37429226E+01 -0.22420931E+01
  0.37692346E+01 -0.23175206E+01
  0.37955466E+01 -0.23912083E+01
  0.38218586E+01 -0.24631727E+01
  0.38481707E+01 -0.25337043E+01
  0.38744827E+01 -0.26034850E+01
  0.39007947E+01 -0.26737040E+01
  0.39271067E+01 -0.27460925E+01
  0.39534187E+01 -0.28227018E+01
  0.39797307E+01 -0.29052883E+01
  0.40060427E+01 -0.29945411E+01
  0.40323547E+01 -0.30898014E+01
  0.40586667E+01 -0.31895020E+01
  0.40849787E+01 -0.32317846E+01
  0.41112907E+01 -0.32042716E+01
  0.41376027E+01 -0.31735822E+01
  0.41639147E+01 -0.31424095E+01
  0.41902267E+01 -0.31130734E+01
  0.42165387E+01 -0.30873626E+01
  0.42428507E+01 -0.30664234E+01
  0.42691627E+01 -0.30507701E+01
  0.42954748E+01 -0.30404297E+01
  0.43217868E+01 -0.30351485E+01
  0.43480988E+01 -0.30345755E+01
  0.43744108E+01 -0.30384215E+01
  0.44007228E+01 -0.30466305E+01
  0.44270348E+01 -0.30595623E+01
  0.44533468E+01 -0.30781457E+01
  0.44796588E+01 -0.31039144E+01
  0.45059708E+01 -0.31387025E+01
  0.45322828E+01 -0.31836786E+01
  0.45585948E+01 -0.32379997E+01
  0.45849068E+01 -0.32983415E+01
  0.46112188E+01 -0.33595374E+01
  0.46375308E+01 -0.34148546E+01
  0.46638428E+01 -0.34555019E+01
  0.46901548E+01 -0.34719401E+01
  0.47164669E+01 -0.34648737E+01
  0.47427789E+01 -0.34352173E+01
  0.47690909E+01 -0.33966033E+01
  0.47954029E+01 -0.33613132E+01
  0.48217149E+01 -0.33357526E+01
  0.48480269E+01 -0.33208564E+01
  0.48743389E+01 -0.33148555E+01
  0.49006509E+01 -0.33155094E+01
  0.49269629E+01 -0.33209713E+01
  0.49532749E+01 -0.33299283E+01
  0.49795869E+01 -0.33415178E+01
  0.50058989E+01 -0.33551789E+01
  0.50322109E+01 -0.33704890E+01
  0.50585229E+01 -0.33870300E+01
  0.50848349E+01 -0.34043113E+01
  0.51111469E+01 -0.34217513E+01
  0.51374589E+01 -0.34387045E+01
  0.51637710E+01 -0.34545323E+01
  0.51900830E+01 -0.34687112E+01
  0.52163950E+01 -0.34809432E+01
  0.52427070E+01 -0.34912107E+01
  0.52690190E+01 -0.34997272E+01
  0.52953310E+01 -0.35067825E+01
  0.53216430E+01 -0.35125246E+01
  0.53481396E+01 -0.35167616E+01
  0.53746362E+01 -0.35113898E+01
